,id,tweet,subtask_a,subtask_b,subtask_c
920,66585,"['communist', 'democrat', 'socialist', 'bad', 'human']",OFF,TIN,GRP
921,38143,"['hmmmthey', 'piss', 'portion', 'population', 'actually', 'supported', 'football', 'shocked', 'number', 'took', 'nose', 'dive', 'shocking']",OFF,TIN,IND
922,31945,"['get', 'period', 'cause', '𝓭𝔂𝓼𝓹𝓱𝓸𝓻𝓲𝓪']",OFF,TIN,IND
923,51513,"['good', 'grief', 'calm', 'antifa', 'people', 'throw', 'chicken', 'nugget', 'ridiculous', '’', 'think', 'funny', '’', 'rewarding', 'bad', 'behavior']",NOT,,
924,76107,"['isnt', 'sexy', 'diagnosis', 'doesnt', 'mean', 'get', 'low', 'quality', 'care', 'making', 'incorrect', 'assumption']",NOT,,
925,39965,"['keep', 'going', 'let', '’', 'remember', 'vote', 'vote', 'red', 'let', '’', 'maga', '🇺', '🇸', '🇺', '🇸', '📣', 'yaay', 'maga', '🇺', '🇸', '🇺', '🇸', '🇺', '🇸', '🗽', '🗽', '🗽', '💥', '💥', '💥', '🔥', '🔥', '🔥', '🌪', '🌪', '🌪']",NOT,,
926,13100,"['antifa', 'took']",NOT,,
927,91193,"['gun', 'control', 'horrible', 'idea', 'matter', 'reasoning', 'result', 'kind', 'thing']",NOT,,
928,66398,"['thus', 'far', 'people', 'getting', 'shot', 'kicked', 'place', 'conservative', 'maga', 'walk', 'away', 'confirm', 'kavanaugh']",OFF,TIN,GRP
929,89774,"['lol', 'dont', 'ever', 'head', 'protest', 'trump', 'also', 'arent', 'people', 'gun', 'control', 'tweet', 'tweet', 'url']",NOT,,
930,35786,"['yeah', 'ill', 'take', 'gun', 'control', 'policy', 'advice', 'jean', 'company', 'beyond', 'trump', 'die', 'hard', 'almost', 'enough', 'snowflake', 'claim', 'dislike', 'hard', 'tell', 'part']",OFF,TIN,GRP
931,40617,"['⛏', '️', 'hmm', 'closest', 'emoji', 'shovel', 'go', 'figure']",NOT,,
932,17573,"['let', '’', 'discus', 'fault', 'rn', 'happened', 'blame', 'let', '’', 'first', 'get', 'reasonable', 'amount', 'evidence', 'presuming', 'guilty']",NOT,,
933,10845,"['donald', 'trump', 'president']",NOT,,
934,69671,"['least', 'trying', 'busy', 'tweeting', 'hate', 'tweet', 'like', 'u', 'n', 'buddy', 'aka', 'bishop', 'jonso']",NOT,,
935,13641,"['yeson', 'kavanaugh', 'yes', 'right', 'thing', 'yes', 'conservative', 'power', 'yes', 'democrat', 'miserable', 'human', 'yes', 'sick', 'tired', 'tantrum', 'democrat', 'yes', 'freaking', 'lost', 'election', 'please', 'add', 'reason']",OFF,TIN,GRP
936,42447,"['ford', 'accused', 'something', 'year', 'ago', '’', 'testify', 'liberal', '’', 'month', 'came', 'think', 'liberal', 'one', 'took', 'gamble']",NOT,,
937,92257,"['manitoba', 'ndp', 'leader', 'wab', 'kinew', 'carbontax', 'url', 'proud', 'allow', 'ndp', 'come', 'right', 'youre', 'insane', 'trudeau', 'liberal', 'winnipeg', 'canada', 'mbpoli']",OFF,TIN,OTH
938,43196,"['hello', 'used', 'date', 'anthony', 'weiner', 'tell', 'u']",NOT,,
939,28621,"['amp', 'sicking', 'attack', 'dog', 'anti', 'fa', 'resist', 'blaming', 'right']",NOT,,
940,26317,"['hahahahahahahaha', 'may', 'need', 'change', 'strategy', 'acting', 'like', 'spoiled', 'child', 'throwing', 'tantrum', 'showing', 'world', 'sore', 'loser', 'national', 'television', 'isnt', 'great', 'way', 'improve', 'anyone', 'viewed']",OFF,TIN,IND
941,70481,"['oh', '’', 'ok', 'reversed', 'important', 'issue', 'mental', 'health', 'got', 'rid', 'mental', 'health', 'condition', 'gun', 'control', 'great', 'job', 'guy', 'liar', 'proven', 'amp', 'worship', 'away', '’', 'right']",OFF,TIN,IND
942,37877,"['people', 'get', 'regardless', 'wall', 'kind', 'like', 'gun', 'control', 'argument']",NOT,,
943,33412,"['hilarious', 'way', 'good']",NOT,,
944,61942,"['quick', 'way', 'get', 'killed', 'thanks', 'antifa']",OFF,TIN,IND
945,99091,"['republican', 'underestimating', 'fever', 'liberal', 'get', 'rid', 'trump']",NOT,,
946,84660,"['cant', 'legal', 'right', 'kag', 'maga', 'url']",NOT,,
947,27631,"['wapo', 'idiot', 'comment', 'disgrace', 'journalism', 'sad']",OFF,TIN,IND
948,51449,"['’', 'saying', 'year', 'uncle', 'christopher', 'tristan', 'aunt', 'carla', 'bickle']",NOT,,
949,40674,"['suck', '👎']",OFF,TIN,IND
950,57610,"['ik', 'rapper', 'think', 'cause', 'antidrug', 'honestly', 'think', 'music', 'good']",NOT,,
951,24531,"['happy', 'birthday']",NOT,,
952,82680,"['funny', 'liberal', 'liberal', 'star', 'hate', 'folk', 'make', 'give', 'fame', 'power', '’', 'live', 'without']",NOT,,
953,78494,"['side', 'promised', 'wall', 'since', 'ever', 'anyone', 'believe', 'anything', 'say', 'promised', 'since']",OFF,TIN,IND
954,21564,"['fair', '’', 'positive', 'liberal', 'blob', 'cell']",OFF,TIN,GRP
955,32067,"['’', 'member', 'butt']",NOT,,
956,21265,"['’', 'think', 'jack', 'know', 'many', 'conservative', '’', 'never', 'met', 'one', '’', 'want', 'lecture', 'everything', '“', 'run', 'like', 'business', '”', 'work', 'harder', 'follow', 'rule']",NOT,,
957,56419,"['’', 'time', 'indict', 'trump', 'prolaw']",NOT,,
958,35164,"['target', 'environment', 'keep', 'getting', 'richer']",NOT,,
959,87824,"['disgusting', 'hypocrite']",OFF,TIN,IND
960,32310,"['well', 'would', 'allow', 'still', 'protest', 'stop', 'speaker', 'group', 'really', 'hitler', 'early', 'time', 'nazi', 'party', 'group', 'known', 's', 'would', 'beat', 'politician', 'people', 'didnt', 'agree', 'sound', 'familiar', 'smell', 'like', 'antifa']",OFF,TIN,GRP
961,10698,"['’', 'expect', 'common', 'sense', 'liberal']",NOT,,
962,23094,"['nobody', 'care', 'think', 'want', '’', 'elected', 'haha', '’', 'helping', 'party', 'either', 'stay', 'helping', 'conservative', 'progressive', 'dont', 'like']",NOT,,
963,70213,"['fucking', 'love', 'true', 'actually', '’', 'type', 'job', 'learn']",OFF,UNT,
964,36136,"['best', 'stray', 'message', 'need', 'using', 'every', 'death', 'blame', 'gun', 'push', 'gun', 'control', 'talking', 'actual', 'cause', 'distracts', '🙉', 'gunsense']",NOT,,
965,61271,"['huh', 'pot', 'grows', 'council', 'growsin', 'case', 'reductionand', 'amount', 'going', 'right', 'back', 'city', 'police', 'gun', 'controlalready', 'announced']",NOT,,
966,90618,"['nope', 'mm', 'waymaybe', 'time', 'ask', 'sky', 'gone', 'wrong', 'foster', 'cnn', 'book', 'first', 'kp', 'tweeted', 'book', 'liberal', 'trump', 'american', 'mm', 'british', 'dont', 'known', 'worst']",OFF,TIN,GRP
967,58120,"['oh', 'heart', 'beautiful', 'much', 'beautiful', 'immersion', 'blender']",NOT,,
968,15174,"['new', 'bill', 'aim', 'send', 'masked', 'antifa', 'activist', 'jail', 'year', 'url']",NOT,,
969,41958,"['’', 'sad', 'america', 'liberal', 'kind', 'mc', 'carthyism', 'u', 'u', 'accuse', 'yet', 'chinese', 'spy', 'dem', 'office', 'year', 'n', 'medium', 'shrug']",NOT,,
970,40368,"['president', 'trump', 'fighting', 'american', 'worker', 'american', 'job', 'maga', 'url']",NOT,,
971,75263,"['’', 'laughable', 'parade', 'china', 'shocking', 'human', 'right', 'record', 'china', 'extreme', 'gun', 'control', 'meant', 'death', 'million', 'chinese', 'citizen', 'hand', 'state', 'history', 'well', 'known']",NOT,,
972,94345,"['im', 'saying', 'relate', 'gun', 'control', 'police', 'department', 'prosecute', 'family', 'time', 'limit', 'access', 'weapon', 'police', 'department', 'reluctant', 'acknowledge', 'wrong', 'doings', 'correct', 'dont', 'deserve', 'access', 'weapon']",OFF,TIN,OTH
973,90077,"['’', 'ever', 'stop', 'lil', 'cough', '“', 'eddandflow', '”', 'cough', 'oh', 'shit', 'snapchat', '’', 'slip', 'add', '🙏', '🏼', '😩']",OFF,UNT,
974,56898,"['chuck', 'think', 'juanita', 'broderick', 'crediblekeith', 'ellison', '’', 'girlfriend', 'domestic', 'abuse', 'credible', 'truth', 'chuck', 'sht', 'stirrer', 'cause', 'case', 'ruin', 'man', 'impeccable', 'careerembarrass', 'wife', 'amp', 'daughtersall', 'sleazy', 'day', 'work', 'liberal', 'destroy', 'dont', 'like']",NOT,,
975,77180,"['want', 'gun', 'control', 'let', 'corporation', 'rip', 'u', 'american', '’', 'stand', 'cop', 'assassinating', 'unarmed', 'black', 'american', 'cop', 'enemy', 'american', '’', 'want', 'kill', 'black', 'america', 'thanks']",OFF,TIN,GRP
976,34565,"['killshot', 'gun', 'control', 'rap', 'devil']",NOT,,
977,76105,"['hollywood', '’', 'finest']",NOT,,
978,93281,"['monday', 'motivation', 'liberal', 'backing', 'kavanaugh', 'accuser', 'high', 'school', 'episode', 'attack', 'scotuspick', 'praised', 'adultery', 'superstar', 'mc', 'cain', 'logic', 'much', 'maga', 'liberalism', 'amental', 'disorder', 'url']",NOT,,
979,93028,"['epic', 'fail']",NOT,,
980,20579,"['antifa', 'would', 'put', 'nail', 'pillow', 'dont', 'recommend']",NOT,,
981,36709,"['hope', 'stay', 'safe', 'brave', 'soul', 'im', 'coast', 'nc', 'staying', 'put', 'scared', 'cant', 'leave', 'without', 'hub', 'stay', 'man', 'prison', 'work']",NOT,,
982,63408,"['bitch', 'complaining', 'corporate', 'lobby', 'lmaooo']",OFF,TIN,IND
983,99383,"['saw', 'shit', 'today', 'made', 'want', 'politely', 'ask', 'could', 'stylist', 'im', 'early', 'bangle', 'bracelet', 'unnecessary', 'accessory', 'like', 'who', 'responsible', 'word', 'url']",OFF,TIN,IND
984,35359,"['yyy', 'fuck', 'bitch', 'decided', 'gone', 'steeppp']",OFF,TIN,IND
985,32776,"['liberal', 'grasp', 'unproven', 'straw', 'plastic', 'url']",OFF,TIN,GRP
986,69948,"['bjp', 'leaning', 'intellectual', 'called', 'liberal', 'congress', 'leaning', 'intellectual', 'definitely', 'congress', 'karyakarta']",NOT,,
987,17348,"['said', 'complains', 'fox', 'news', 'nothing', 'like', 'trump', '’', 'war', 'news', 'medium', 'right', 'trump', '’', 'use', '“', 'espionage', 'act', '”', 'spy', 'reporter', '’', 'like', 'much', 'worse', 'scary']",NOT,,
988,83724,"['people', 'firearm', 'allowed', 'comment', 'gun', 'control', 'debate', '😁']",NOT,,
989,70434,"['funny', 'human', 'right', 'pro', 'abortion', 'settle', 'lie', 'pacified', 'deceives', 'playboy']",OFF,TIN,IND
990,47123,"['democracy', 'civil', 'disobedience', 'paramount', 'dump', 'ford', 'dictatorship', 'conservative', 'liar', 'fascist', 'onpoli', 'topoli', '’', 'time', 'ontario', '’', 'municipality', 'stand', 'local', 'democracy', 'url', 'via']",NOT,,
991,58915,"['christina', 'would', 'better', 'choice', 'courtney', 'hadwin', 'done', 'much', 'amateur', 'making', 'america', 'believe']",NOT,,
992,51128,"['clearly', 'racist', 'anti', 'senior', 'citizen', 'allow', 'conservative', 'never', 'take', 'seriously', 'dont', 'start', 'fair']",OFF,TIN,OTH
993,63874,"['mean', 'worth']",NOT,,
994,40265,"['shooting', 'happens', 'country', 'gun', 'control', 'law', 'first', 'time', 'literally', 'decade', 'yall', 'gun', 'law', 'shouldve', 'prevented', 'unga', 'bunga', 'gun', 'control', 'suck', 'bet', 'dummy', 'wish', 'gun', 'meanwhile', 'another', 'school', 'shooting', 'happens', 'america']",NOT,,
995,67744,[],NOT,,
996,77193,"['follow', 'along', 'conservative', 'paid', 'fusion', 'fusion', 'paid', 'orbis', 'steele', 'company', 'hard', 'seriously']",NOT,,
997,54759,"['antifa', '’']",NOT,,
998,90331,"['matter', 'le', 'swaying', 'political', 'slant', 'scotus', 'party', '’', 'fact', 'important', 'lib', '’', 'conservative', 'court', 'makeup']",NOT,,
999,35544,"['bumper', 'sticker', 'liberal', 'expensive']",NOT,,
1000,19435,"['damn', 'fell', 'victim', 'little', 'thing', 'called', 'tos', 'much', 'like', 'one', 'site', 'url', 'url']",OFF,UNT,
1001,84894,"['kavanaugh', 'confirmed', 'two', 'sexual', 'deviant', 'sitting', 'supreme', 'court', 'conservative', 'nominated', 'republican', 'democrat', 'put', 'woman', 'scotus', 'republican', 'put', 'perverted', 'men', 'lifetime', 'stop', 'kavanaugh', 'stop', 'trump', 'save', 'scotus']",OFF,TIN,GRP
1002,45521,"['liberal', 'shame', 'outcome', 'justifies', 'mean']",OFF,TIN,GRP
1003,81754,"['tippi', 'hedren', 'julie', 'jack', 'rifftrax', 'also', 'scene', 'birdemic', 'credited', 'movie', 'playing', 'tv', 'hotel']",NOT,,
1004,87501,"['coming', 'guy', 'worry', 'straw', 'cleaning', 'failed', 'shitty', 'policiesnow', 'know', 'bestlol']",OFF,TIN,IND
1005,78424,"['hope', 'reporting', 'gun', 'control']",NOT,,
1006,71984,"['popular', 'side', '’', 'equal', 'winning', 'side', 'fact', 'private', 'school', 'much', 'better', 'job', 'educating', 'student', 'public', 'school', 'public', 'school', 'teacher', 'get', 'unfair', 'perk', '’', 'deserve', '’', 'unfair', 'private', 'school', 'teacher']",OFF,TIN,GRP
1007,43321,"['jeff', 'flake', 'look', 'like', 'flaking', 'confirmation']",NOT,,
1008,99643,"['fucking', 'sad', '😣']",OFF,TIN,OTH
1009,12272,"['bullshe', 'probably', 'debt', 'soros', 'paying', 'heryoure', 'never', 'afraid', 'happenedgive', 'u', 'break']",NOT,,
1010,63350,"['suppose', 'think', 'way', 'liberal', 'attacked', 'sarah', 'palin', 'courageous', 'also', '’', 'another', 'hypocrite']",OFF,TIN,IND
1011,39443,"['ilegal', 'invader', 'kill', 'yearold', 'canadian', 'girl']",NOT,,
1012,68565,"['million', 'dollar', 'cbs', 'metoo', 'buy', 'lot', 'lie', 'lot', 'professional', 'witness', 'lot', 'ax', 'grind', 'antifa', 'fully', 'financed', 'blm', 'million', 'collected', 'obama', '’', 'justice', 'dept', 'look', 'antiamerican', 'havoc', 'create', 'metoo', 'warming']",NOT,,
1013,99745,"['wtf', 'waste', 'minute', 'change', 'life']",NOT,,
1014,56164,"['catfight', 'meow']",NOT,,
1015,74160,"['much', 'prefer', 'latter', 'option']",NOT,,
1016,62679,"['alone', '🎶', '😅']",NOT,,
1017,93734,"['bill', 'consider', 'democrat', 'american', 'constitution', 'mean', 'anything', 'uncultured', 'uneducated', 'violent', 'like', 'antifa', 'already', 'declared', 'judge', 'kavanaugh', 'guilty', 'rape']",NOT,,
1018,23956,"['eject', 'senate', 'rule', 'break', 'next', 'time', '’', 'follow', 'rule', '’', 'senator']",NOT,,
1019,63696,"['want', 'adopt', 'dog', 'heshe', 'precious', '😘']",NOT,,
1020,97846,"['great', 'american', 'patriot', 'dreg', 'society', 'warped', 'delusional', 'perspective', 'joe', 'blow', 'biden', 'disgrace', 'america']",OFF,TIN,IND
1021,74245,"['joke', 'another', 'dirty', 'trick', 'democrat', 'george', 'soros', 'payroll', 'democrat', 'party', 'know', 'shame', 'maga']",OFF,TIN,GRP
1022,62559,['😩'],NOT,,
1023,30353,"['welcome', 'gordon', 'shirley', '🥀', '🐍', '🌹', '🐍', '🥀', '🐍', '🌹', 'xxx']",NOT,,
1024,31126,"['clearly', 'long', 'safe', 'one', 'else', 'matter', 'lol', '😂', '😂', '😂']",NOT,,
1025,92619,"['always', 'looking', 'fault', 'forgetting', 'look', 'whole', 'picture', 'journalism', 'objective', 'reporting', 'dead', 'everyone', 'pundit', 'subjective', 'expert']",NOT,,
1026,16278,"['actual', 'fuckill', 'report', 'fucked']",OFF,TIN,IND
1027,16251,"['leak', 'shit', 'anyways', 'lol']",OFF,TIN,IND
1028,64189,"['st', 'world', 'country', 'bullshit', 'like', 'dont', 'bullshit', 'problem', 'like', 'fuck', 'gun', 'industry', 'fuck', 'dipshits', 'enabling', 'preventing', 'sensible', 'gun', 'control', 'url']",OFF,TIN,GRP
1029,10755,"['right', 'joe', 'interview', 'fox', 'get', 'back', 'iowa']",NOT,,
1030,68461,"['itne', 'liberal', 'ko', 'burnol', 'khana', 'padega']",NOT,,
1031,27318,"['need', 'gun', 'control', 'lol']",NOT,,
1032,78407,"['following', 'maga']",NOT,,
1033,33186,"['absolutely', 'adorable', 'good', 'mommy', 'take', 'good', 'care', '💞']",NOT,,
1034,61788,"['yes', 'right', 'lefty', 'neo', 'liberal', 'trouble', 'paper', 'proper', 'journalistic', 'ethic', 'funny', '😆', '😆', '😆', 'magyar', 'nemzet', 'népszabadság', 'highest', 'circulation', 'also', 'funny', 'communistic', 'past', '😆', '😆', '😆', 'url']",OFF,TIN,GRP
1035,71811,"['tip', 'franchise', 'qb']",NOT,,
1036,95262,"['great', 'gun', 'control', 'take', 'concentration', 'steady', 'hand', 'way', 'go', 'girl', 'url']",OFF,TIN,IND
1037,80439,"['disgusting', 'tell', 'anything', 'need', 'law', 'n', 'order', 'thats', 'conservative', 'n', 'kavanaugh']",OFF,UNT,
1038,83465,"['big', 'accomplish', 'gun', 'control', 'year', 'disaster']",NOT,,
1039,80298,"['anyone', 'besides', 'think', 'angling', 'session', 'job', 'saw', 'today', 'statement', 'made', 'sitting', 'senator', 'would', 'approved', 'replacement', 'otherwise', 'senator', 'wouldnt', 'stab', 'session', 'back', 'well', 'sure', 'make', 'difference', 'lg', 'may', 'angling', 'send', 'mueller', 'packing']",NOT,,
1040,70706,"['aurora', 'growing', 'learning', 'stuff', 'quickly', 'really', 'good', 'drawing', 'counting', 'intelligent', 'baby', 'laughts', 'playfully', 'kiss', 'breaked', 'peck', 'nose']",NOT,,
1041,73146,"['underrated', 'love', 'pure', 'person']",NOT,,
1042,13613,"['raised', 'hand', 'smh']",NOT,,
1043,89043,"['would', 'never', 'guess', 'employee', 'play', 'covet', 'fashion', 'game', 'pad', 'free', 'time', '📱', 'strange', 'phobia', 'dog', '🐕', 'amazingly', 'weird', 'jump', 'foot', 'url']",OFF,TIN,IND
1044,13324,"['go', 'back', 'canada', 'freak']",OFF,TIN,IND
1045,25808,"['yep', 'bc', 'agreeing', 'forcing', 'adult', 'meme', 'choice', 'individual', 'developed', 'enough', 'comprehend', 'mean', 'homophobic']",OFF,TIN,GRP
1046,74843,"['american', 'smarter', 'think', 'maga', 'vote', 'red', 'red', 'wave', 'rising', 'save', 'country', 'vote', 'dems', 'url']",NOT,,
1047,80698,"['’', 'fit', 'team', 'agholor', 'stay', 'slot', '’', 'successful', 'jmatt', 'outside', 'threat']",OFF,TIN,IND
1048,32103,"['nike', 'lost', 'billion', 'kaepernick', 'named', 'face', '“', '”', 'bullshit']",OFF,TIN,OTH
1049,34685,"['proved', 'u', 'second', 'time', 'undeniably', 'force', 'reckoned', 'industry', 'release', 'lotwvideo', 'check', 'url']",NOT,,
1050,82977,"['stand', 'corrected', 'guess', 'memorable', 'thing', 'hateful', 'lmfao']",NOT,,
1051,52798,"['google', 'go', 'hell']",OFF,TIN,OTH
1052,89052,"['job', 'pr', 'guy']",NOT,,
1053,98649,"['better', 'everyone', 'everything', 'literal', 'angel', 'wrong']",NOT,,
1054,40000,"['unless', 'live', 'sweden', 'gang', 'rape', 'capital', 'world', 'million', 'migrant', 'welcomed', 'open', 'arm', 'vetted', 'thanks', 'liberal', 'power']",NOT,,
1055,96330,"['equipped', 'adopt', 'period']",NOT,,
1056,14809,"['woman', 'accusing', 'supreme', 'court', 'nominee', 'kavanaugh', 'physical', 'sexual', 'assault', 'ignored', 'insultedwhite', 'house', 'senior', 'counselor', 'saysbecause', 'rapist', 'ampatempted', 'murderer', '’', 'go', 'free', 'yr', 'drunk', 'amp', 'wanted', '❗', '️tcot', 'pjnet', 'maga', 'url']",NOT,,
1057,21629,"['chicago', 'ran', 'democrat', 'decade', 'gop', 'solve', 'problem', 'created', 'begin', 'act', 'absolutely', 'code', 'gun', 'control', 'thats', 'happening', 'would', 'help', 'anyway', 'need', 'detective', 'start', 'hiring']",OFF,UNT,
1058,52832,"['think', 'judge', 'kavanaugh', 'voted', 'next', 'week', 'monday', 'hearing', 'unfortunately', 'reputation', 'tarnished', 'vicious', 'lie', 'maga', 'wwgiwga', 'url']",NOT,,
1059,59620,"['welcome', 'casey']",NOT,,
1060,32717,"['craziest', 'mf', 'sadly', 'far', 'worse', 'example', 'good', 'christian']",OFF,TIN,IND
1061,21286,"['innocent', 'proven', 'guilty', 'applies', 'liberal']",NOT,,
1062,78117,"['interracial', 'marriage', 'liberal', 'throw', 'word', 'around', 'easily', 'might', 'want', 'look', 'see', 'mean', 'url']",NOT,,
1063,13486,"['average', 'wage', 'average', 'house', 'price', 'thatcher', 'charge', 'ratio', 'fundamental', 'reason', 'build', 'many', 'like', 'genuinely', 'affordable', 'youre', 'wasting', 'resource']",NOT,,
1064,90268,"['bruh', 'ita', 'gonna', 'ok', 'go', 'without', 'parent', 'hella', 'scary', 'ready', 'think', 'gonna', 'fun', 'could', 'bet']",NOT,,
1065,39342,"['lmfaooo', 'baby', 'young', '😭', '😭', '😭']",NOT,,
1066,81788,"['’', 'fine', 'liberal', 'made', 'sure', 'use', 'much', 'carbon', 'possible', 'make', 'electricity']",NOT,,
1067,38889,"['blocked', 'url']",NOT,,
1068,92319,"['working', 'texas', 'paid', 'soros', 'cartel', 'fond', 'cruz', 'beto', 'dangerous', 'person', 'another', 'dnc', 'sheeple']",OFF,TIN,IND
1069,59657,"['want', 'kiss', 'as']",OFF,TIN,IND
1070,28193,"['person', '’', 'stance', 'gun', 'control', 'telling', 'statement', 'believe', 'right', 'individual', 'might', 'well', 'stamp', '“', 'statist', '”', 'forehead', 'please', 'vote', 'accordingly']",NOT,,
1071,83274,"['beto', 'also', 'want', 'open', 'border', 'illegals', 'come', 'go', 'please', 'also', 'gun', 'control', 'espically', 'semiautomatic', 'weapon', 'beto', 'texas']",OFF,TIN,GRP
1072,64355,"['doesnt', 'canada', 'need', 'comedian', 'back']",NOT,,
1073,42234,"['absolutely', 'point', 'debating', 'liberal', 'party', 'swung', 'far', 'left', 'nothing', 'hate', 'rationale', 'fleeted', 'side', 'trump', 'could', 'create', 'world', 'peace', 'utopian', 'society', 'liberal', 'would', 'still', 'resist', 'reason', 'hatred']",OFF,TIN,GRP
1074,84391,"['know', 'antifa', 'far', 'left', 'republican', 'peaceful', 'use', 'violence', 'protect', 'antifa']",NOT,,
1075,36226,"['f', 'hope', 'since', '’', '‘', 'smarter', 'th', 'grader', '’', 'maybe']",OFF,TIN,IND
1076,91015,"['metallic', 'color', 'tomorrow', 'go', 'get', '😇', 'birthday', 'gift', '😂']",NOT,,
1077,49622,"['agree', 'trump', 'surprised', 'see', 'many', 'liberal', 'talk', 'cute', 'sneaking', 'candy', 'war', 'criminal', 'funeral', 'url']",OFF,TIN,IND
1078,82485,"['good', 'thing', 'california', 'gun', 'control', 'law', '😂', '😂', '😂', '👌']",NOT,,
1079,54050,"['joebiden', 'call', 'trump', 'supporter', 'dreg', 'society', 'biden', 'organized', 'coup', 'ukraine', 'son', 'steal', 'b', 'ukrainian', 'people', 'leave', 'country', 'search', 'job', 'maga', 'potus', 'zog']",OFF,TIN,IND
1080,97098,"['need', 'lose', 'weight']",NOT,,
1081,34017,"['destroying', 'excuse', 'beat', 'time', 'bullshitting', 'also', 'love', '😤']",OFF,TIN,IND
1082,31233,"['motherfucker', 'common', 'sense', 'website']",NOT,,
1083,83754,"['lie', 'rumor', 'spread', 'liberal', 'known', 'pattern', 'hell']",OFF,TIN,GRP
1084,31196,"['shes', 'old', 'shes', 'pushing', 'gun', 'control', 'since', 'lincoln', 'assassination']",OFF,TIN,IND
1085,59480,"['blue', 'jamie', 'lee', 'wont', 'miss', 'ya']",NOT,,
1086,23082,"['corrupt', 'period', '😆', '😆', '😆', '👊', '🏽', '👊', '🏽', 'last', 'week', 'u', 'liberal', 'saying', '’', 'release', 'bc', 'something', 'hide', '😆', '😆', '😆', 'boy', 'u', 'pple', 'pple', 'depend', 'actor', 'info', 'wow', 'u', 'pple', 'scare', 'green', 'today', 'yellow', '😂', '⁉', '️']",NOT,,
1087,85220,"['grew', 'listening', 'k', 'shit', 'break', 'heart', 'rip']",OFF,TIN,OTH
1088,15817,"['delusional', 'idiot', 'traitor']",OFF,TIN,IND
1089,89408,"['happy', 'birthday', 'dad', 'ily', 'thanks', 'best', 'man', 'caring', 'u', 'love', 'appreciate', '🐨', '🐻']",NOT,,
1090,39819,"['reminder', 'trump', 'best', 'interest', 'scotus', 'seat', 'empty', 'mid', 'term', 'even', 'next', 'election', 'trump', 'card', 'challenge', 'partyconservatives', 'day']",NOT,,
1091,60311,['oh'],NOT,,
1092,59397,"['mean', 'like', 'democrat', 'push', 'gun', 'control', 'agenda']",NOT,,
1093,48118,"['unwanted', 'mother', 'left', 'flush', 'toilet', 'go', 'antifa', 'rally', 'celebrate']",OFF,TIN,GRP
1094,15406,"['jiminssi', 'hope', 'know', 'angel', 'love', 'much', 'always', 'amazing']",NOT,,
1095,84077,"['ur', 'head', 'bout', 'big', 'shit']",OFF,TIN,IND
1096,79283,"['solidarity', 'israel', 'banner', 'photo', 'antideutsch', 'infiltrator', 'originally', 'used', 'online', 'mag', 'bunker', 'connection', 'fashy', 'prožižek', 'type', 'chan', 'leftypol', 'board', 'goto', 'image', 'antiantifa', 'crowd', 'archived', 'url']",NOT,,
1097,82016,"['theyve', 'morphed', 'antifa', 'antifa', 'get', 'better', 'coverage', 'important', 'soros', 'cash', 'ie', 'im', 'upset', 'know', 'racist', 'stuff', 'trump', 'child', 'cage', 'everything', 'like', 'ya', 'know']",NOT,,
1098,84770,"['complete', 'utter', 'waste', 'time', 'liberal']",OFF,TIN,GRP
1099,95295,"['plan', 'might', 'discredited', 'chequer', 'plan', 'crash', 'without', 'plan', 'url']",NOT,,
1100,48370,"['blame', 'trump', 'weather', 'corruption', 'existed', 'decade', 'pr', 'as', 'typical', 'democratic']",OFF,TIN,IND
1101,78792,"['one', 'attacking', 'trump', 'supporter', 'large', 'ever', 'heard', 'antifa', 'thought', 'leaving', 'long', 'ago', 'anyway', 'still', 'wasting', 'time']",NOT,,
1102,14672,"['cat', 'antifa', 'animal', 'world']",NOT,,
1103,66991,"['favor', 'watch', 'still', 'time', 'spit', 'kool', 'aid', 'pay', 'attention', 'happening', 'right', 'leaning', 'conservative', 'brainwashed', 'sickening']",NOT,,
1104,93179,"['he', 'quite', 'beautiful']",NOT,,
1105,48479,"['nigga', 'snitched', 'added', 'spice', 'top', 'snitching']",OFF,TIN,IND
1106,44822,"['attention', 'publicizing', 'name', 'trump', 'supporter', 'twitter', 'account', 'list', 'name', 'high', 'profile', 'random', 'trump', 'supporter', 'list', 'antifa', 'target', 'list', 'please', 'help', 'report', 'twitter', 'need', 'suspend', 'account']",NOT,,
1107,14772,"['unfortunately', 'report', 'riddled', 'error', 'fabricates', 'connection', 'influencers', 'simply', 'dont', 'exist', 'categorizes', 'liberal', 'farright', 'even', 'openly', 'debate', 'conservative', 'url']",NOT,,
1108,22130,"['far', 'right', 'bastard', 'literally', 'everywhere', 'luckily', 'far', 'left', 'extremist', 'like', 'antifa', 'jeremy', 'corbyns', 'supporter', 'act', 'counter', 'balance', 'url']",OFF,TIN,GRP
1109,80604,"['liberal', 'believe', 'constitution', 'ultra', 'leftist', 'dont']",NOT,,
1110,78914,"['well', 'truly', 'thought', 'intruder', 'home', 'would', 'suppose', 'would', 'revert', 'police', 'training', 'sickens', 'medium', 'hype', 'going', 'get', 'strictly', 'white', 'black', 'horrible', 'way', 'around']",NOT,,
1111,40746,"['ben', 'terrible', 'person', 'probably', 'raped', 'people', 'vial', 'human', 'book', 'nothing', 'field', 'play', '’', 'like', 'personally']",OFF,TIN,IND
1112,33232,"['idiot', 'fuck', 'get', 'people']",OFF,TIN,IND
